commodity,day,qty
Nut,188,2223.756
Powder,188,0.0
Supplement,188,50.0
Tobacco,188,0.0
BreadCrumb,189,166.32
Candy,189,0.0
Default,189,0.0
Dip,189,0.0
Instant,189,0.0
Not Available,189,0.0
Nut,189,723.0119999999998
Powder,189,0.0
Supplement,189,0.0
Tobacco,189,0.0
BreadCrumb,190,0.0
Candy,190,0.0
Default,190,0.0
Dip,190,0.0
Instant,190,0.0
Not Available,190,0.0
Nut,190,794.8760000000001
Powder,190,0.0
Supplement,190,0.0
Tobacco,190,0.0
BreadCrumb,193,0.0
Candy,193,0.0
Default,193,0.0
Dip,193,0.0
Instant,193,0.0
Not Available,193,0.0
Nut,193,693.916
Powder,193,0.0
Supplement,193,0.0
Tobacco,193,0.0
BreadCrumb,194,0.0
Candy,194,0.0
Default,194,0.0
Dip,194,0.0
Instant,194,0.0
Not Available,194,0.0
Nut,194,389.37600000000003
Powder,194,0.0
Supplement,194,0.0
Tobacco,194,0.0
BreadCrumb,195,0.0
Candy,195,0.0
Default,195,0.0
Dip,195,0.0
Instant,195,0.0
Not Available,195,0.0
Nut,195,844.1879999999999
Powder,195,0.0
Supplement,195,96.8
Tobacco,195,0.0
BreadCrumb,196,0.0
Candy,196,0.0
Default,196,0.0
Dip,196,0.0
Instant,196,0.0
Not Available,196,0.0
Nut,196,243.51599999999996
Powder,196,0.0
Supplement,196,0.0
Tobacco,196,0.0
BreadCrumb,197,0.0
Candy,197,0.0
Default,197,0.0
Dip,197,10.368
Instant,197,0.0
Not Available,197,0.0
Nut,197,1944.924
Powder,197,0.0
Supplement,197,0.0
Tobacco,197,0.0
BreadCrumb,200,0.0
Candy,200,0.0
Default,200,0.0
Dip,200,0.0
Instant,200,0.0
Not Available,200,0.0
Nut,200,968.444
Powder,200,0.0
Supplement,200,58.678
Tobacco,200,0.0
BreadCrumb,201,0.0
Candy,201,0.0
Default,201,0.0
Dip,201,0.0
Instant,201,0.0
Not Available,201,0.0
Nut,201,865.3879999999999
Powder,201,0.0
Supplement,201,36.25
Tobacco,201,0.0
BreadCrumb,202,0.0
Candy,202,0.0
Default,202,0.0
Dip,202,0.0
Instant,202,0.0
Not Available,202,0.0
Nut,202,884.8559999999999
Powder,202,0.0
Supplement,202,0.0
Tobacco,202,0.0
BreadCrumb,203,0.0
Candy,203,0.0
Default,203,0.0
Dip,203,0.0
Instant,203,0.0
Not Available,203,0.0
Nut,203,517.296
Powder,203,0.0
Supplement,203,0.0
Tobacco,203,0.0
BreadCrumb,204,0.0
Candy,204,0.0
Default,204,0.0
Dip,204,0.0
Instant,204,0.0
Not Available,204,0.0
Nut,204,2407.6199999999994
Powder,204,0.0
Supplement,204,0.0
Tobacco,204,0.0
BreadCrumb,205,0.0
Candy,205,0.0
Default,205,0.0
Dip,205,0.0
Instant,205,0.0
Not Available,205,0.0
Nut,205,320.42400000000004
Powder,205,0.0
Supplement,205,0.0
Tobacco,205,0.0
BreadCrumb,207,0.0
Candy,207,0.0
Default,207,0.0
Dip,207,0.0
Instant,207,0.0
Not Available,207,0.0
Nut,207,724.5740000000001
Powder,207,0.0
Supplement,207,50.0
Tobacco,207,0.0
BreadCrumb,208,0.0
Candy,208,0.0
Default,208,0.0
Dip,208,0.0
Instant,208,0.0
Not Available,208,0.0
Nut,208,521.664
Powder,208,0.0
Supplement,208,0.0
Tobacco,208,0.0
BreadCrumb,209,0.0
Candy,209,0.0
Default,209,0.0
Dip,209,0.0
Instant,209,0.0
Not Available,209,0.0
Nut,209,2241.0719999999997
Powder,209,0.0
Supplement,209,0.0
Tobacco,209,0.0
BreadCrumb,210,0.0
Candy,210,0.0
Default,210,0.0
Dip,210,0.0
Instant,210,0.0
Not Available,210,0.0
Nut,210,459.42
Powder,210,0.0
Supplement,210,0.0
Tobacco,210,0.0
BreadCrumb,211,0.0
Candy,211,0.0
Default,211,0.0
Dip,211,0.0
Instant,211,0.0
Not Available,211,0.0
Nut,211,625.776
Powder,211,0.0
Supplement,211,0.0
Tobacco,211,0.0
BreadCrumb,214,0.0
Candy,214,0.0
Default,214,0.0
Dip,214,0.0
Instant,214,0.0
Not Available,214,0.0
Nut,214,1596.0
Powder,214,0.0
Supplement,214,0.0
Tobacco,214,0.0
BreadCrumb,215,0.0
Candy,215,0.0
Default,215,0.0
Dip,215,0.0
Instant,215,0.0
Not Available,215,0.0
Nut,215,981.064
Powder,215,0.0
Supplement,215,0.0
Tobacco,215,0.0
BreadCrumb,216,0.0
Candy,216,0.0
Default,216,0.0
Dip,216,0.0
Instant,216,0.0
Not Available,216,0.0
Nut,216,541.1719999999999
Powder,216,0.0
Supplement,216,0.0
Tobacco,216,0.0
BreadCrumb,217,0.0
Candy,217,0.0
Default,217,0.0
Dip,217,2.5
Instant,217,0.0
Not Available,217,0.0
Nut,217,1007.2039999999998
Powder,217,0.0
Supplement,217,0.0
Tobacco,217,0.0
BreadCrumb,218,0.0
Candy,218,0.0
Default,218,0.0
Dip,218,0.0
Instant,218,0.0
Not Available,218,0.0
Nut,218,2747.444
Powder,218,17.5
Supplement,218,0.0
Tobacco,218,0.0
BreadCrumb,219,0.0
Candy,219,0.0
Default,219,0.0
Dip,219,0.0
Instant,219,0.0
Not Available,219,0.0
Nut,219,1040.4759999999999
Powder,219,0.0
Supplement,219,0.0
Tobacco,219,0.0
BreadCrumb,220,0.0
Candy,220,0.0
Default,220,0.0
Dip,220,0.0
Instant,220,0.0
Not Available,220,0.0
Nut,220,365.47599999999994
Powder,220,0.0
Supplement,220,0.0
Tobacco,220,0.0
BreadCrumb,221,0.0
Candy,221,0.0
Default,221,0.0
Dip,221,0.0
Instant,221,0.0
Not Available,221,0.0
Nut,221,2338.1519999999996
Powder,221,0.0
Supplement,221,0.0
Tobacco,221,0.0
BreadCrumb,222,0.0
Candy,222,0.0
Default,222,0.0
Dip,222,0.0
Instant,222,0.0
Not Available,222,0.0
Nut,222,632.856
Powder,222,0.0
Supplement,222,0.0
Tobacco,222,0.0
BreadCrumb,223,0.0
Candy,223,0.0
Default,223,0.0
Dip,223,0.0
Instant,223,0.0
Not Available,223,0.0
Nut,223,2274.2239999999993
Powder,223,0.0
Supplement,223,53.135999999999996
Tobacco,223,0.0
BreadCrumb,224,0.0
Candy,224,0.0
Default,224,0.0
Dip,224,0.0
Instant,224,0.0
Not Available,224,0.0
Nut,224,863.1539999999999
Powder,224,0.0
Supplement,224,36.864000000000004
Tobacco,224,0.0
BreadCrumb,225,0.0
Candy,225,0.0
Default,225,0.0
Dip,225,0.0
Instant,225,0.0
Not Available,225,0.0
Nut,225,976.1840000000001
Powder,225,0.0
Supplement,225,0.0
Tobacco,225,0.0
BreadCrumb,226,0.0
Candy,226,0.0
Default,226,0.0
Dip,226,0.0
Instant,226,0.0
Not Available,226,0.0
Nut,226,679.256
Powder,226,0.0
Supplement,226,0.0
Tobacco,226,0.0
BreadCrumb,227,0.0
Candy,227,0.0
Default,227,0.0
Dip,227,0.0
Instant,227,0.0
Not Available,227,0.0
Nut,227,848.8
Powder,227,0.0
Supplement,227,0.0
Tobacco,227,0.0
BreadCrumb,228,0.0
Candy,228,0.0
Default,228,0.0
Dip,228,0.0
Instant,228,0.0
Not Available,228,0.0
Nut,228,836.516
Powder,228,0.0
Supplement,228,16.848
Tobacco,228,0.0
BreadCrumb,229,370.16
Candy,229,48.672
Default,229,0.0
Dip,229,0.0
Instant,229,0.0
Not Available,229,0.0
Nut,229,519.9000000000001
Powder,229,0.0
Supplement,229,0.0
Tobacco,229,0.0
BreadCrumb,230,0.0
Candy,230,0.0
Default,230,0.0
Dip,230,0.0
Instant,230,0.0
Not Available,230,0.0
Nut,230,749.6999999999999
Powder,230,0.0
Supplement,230,0.0
Tobacco,230,0.0
BreadCrumb,231,0.0
Candy,231,0.0
Default,231,0.0
Dip,231,0.0
Instant,231,0.0
Not Available,231,0.0
Nut,231,539.292
Powder,231,0.0
Supplement,231,23.75
Tobacco,231,0.0
BreadCrumb,232,0.0
Candy,232,0.0
Default,232,0.0
Dip,232,22.5
Instant,232,0.0
Not Available,232,0.0
Nut,232,3225.7279999999996
Powder,232,0.0
Supplement,232,0.0
Tobacco,232,0.0
BreadCrumb,233,0.0
Candy,233,0.0
Default,233,0.0
Dip,233,0.0
Instant,233,0.0
Not Available,233,0.0
Nut,233,284.124
Powder,233,0.0
Supplement,233,0.0
Tobacco,233,0.0
BreadCrumb,235,0.0
Candy,235,0.0
Default,235,0.0
Dip,235,0.0
Instant,235,0.0
Not Available,235,0.0
Nut,235,1241.7240000000002
Powder,235,0.0
Supplement,235,0.0
Tobacco,235,0.0
BreadCrumb,236,0.0
Candy,236,0.0
Default,236,0.0
Dip,236,33.696
Instant,236,11.232000000000001
Not Available,236,7.2
Nut,236,838.0479999999999
Powder,236,11.664000000000001
Supplement,236,0.0
Tobacco,236,0.0
BreadCrumb,237,0.0
Candy,237,0.0
Default,237,0.0
Dip,237,0.0
Instant,237,0.0
Not Available,237,0.0
Nut,237,2429.884000000001
Powder,237,0.0
Supplement,237,117.5
Tobacco,237,0.0
BreadCrumb,238,0.0
Candy,238,0.0
Default,238,0.0
Dip,238,0.0
Instant,238,0.0
Not Available,238,0.0
Nut,238,553.764
Powder,238,0.0
Supplement,238,0.0
Tobacco,238,0.0
BreadCrumb,239,0.0
Candy,239,0.0
Default,239,0.0
Dip,239,0.0
Instant,239,0.0
Not Available,239,0.0
Nut,239,809.8080000000002
Powder,239,21.6
Supplement,239,0.0
Tobacco,239,0.0
BreadCrumb,240,0.0
Candy,240,0.0
Default,240,0.0
Dip,240,0.0
Instant,240,0.0
Not Available,240,0.0
Nut,240,622.124
Powder,240,0.0
Supplement,240,0.0
Tobacco,240,0.0
BreadCrumb,241,0.0
Candy,241,0.0
Default,241,0.0
Dip,241,0.0
Instant,241,0.0
Not Available,241,0.0
Nut,241,851.248
Powder,241,0.0
Supplement,241,0.0
Tobacco,241,0.0
BreadCrumb,242,0.0
Candy,242,0.0
Default,242,0.0
Dip,242,0.0
Instant,242,0.0
Not Available,242,0.0
Nut,242,2064.552
Powder,242,0.0
Supplement,242,0.0
Tobacco,242,0.0
BreadCrumb,243,0.0
Candy,243,0.0
Default,243,0.0
Dip,243,0.0
Instant,243,0.0
Not Available,243,0.0
Nut,243,421.268
Powder,243,0.0
Supplement,243,0.0
Tobacco,243,0.0
BreadCrumb,244,0.0
Candy,244,0.0
Default,244,0.0
Dip,244,0.0
Instant,244,0.0
Not Available,244,0.0
Nut,244,608.792
Powder,244,0.0
Supplement,244,215.632
Tobacco,244,0.0
BreadCrumb,245,0.0
Candy,245,0.0
Default,245,0.0
Dip,245,0.0
Instant,245,0.0
Not Available,245,0.0
Nut,245,463.63199999999995
Powder,245,0.0
Supplement,245,0.0
Tobacco,245,0.0
BreadCrumb,246,0.0
Candy,246,0.0
Default,246,0.0
Dip,246,0.0
Instant,246,0.0
Not Available,246,0.0
Nut,246,1319.4880000000003
Powder,246,0.0
Supplement,246,0.0
Tobacco,246,0.0
BreadCrumb,250,0.0
Candy,250,0.0
Default,250,0.0
Dip,250,0.0
Instant,250,0.0
Not Available,250,0.0
Nut,250,2942.459999999999
Powder,250,0.0
Supplement,250,0.0
Tobacco,250,0.0
BreadCrumb,251,0.0
Candy,251,0.0
Default,251,0.0
Dip,251,0.0
Instant,251,0.0
Not Available,251,0.0
Nut,251,900.56
Powder,251,0.0
Supplement,251,25.200000000000003
Tobacco,251,0.0
BreadCrumb,252,0.0
Candy,252,0.0
Default,252,0.0
Dip,252,0.0
Instant,252,0.0
Not Available,252,0.0
Nut,252,604.308
Powder,252,0.0
Supplement,252,0.0
Tobacco,252,0.0
BreadCrumb,253,0.0
Candy,253,0.0
Default,253,0.0
Dip,253,0.0
Instant,253,0.0
Not Available,253,0.0
Nut,253,2291.5119999999997
Powder,253,0.0
Supplement,253,100.0
Tobacco,253,0.0
BreadCrumb,254,0.0
Candy,254,0.0
Default,254,0.0
Dip,254,0.0
Instant,254,0.0
Not Available,254,0.0
Nut,254,828.136
Powder,254,0.0
Supplement,254,0.0
Tobacco,254,0.0
BreadCrumb,255,0.0
Candy,255,0.0
Default,255,0.0
Dip,255,0.0
Instant,255,0.0
Not Available,255,0.0
Nut,255,585.744
Powder,255,0.0
Supplement,255,0.0
Tobacco,255,0.0
BreadCrumb,256,0.0
Candy,256,0.0
Default,256,0.0
Dip,256,0.0
Instant,256,0.0
Not Available,256,0.0
Nut,256,754.9840000000002
Powder,256,0.0
Supplement,256,0.0
Tobacco,256,0.0
BreadCrumb,257,0.0
Candy,257,0.0
Default,257,0.0
Dip,257,0.0
Instant,257,0.0
Not Available,257,0.0
Nut,257,1047.74
Powder,257,0.0
Supplement,257,0.0
Tobacco,257,0.0
BreadCrumb,258,0.0
Candy,258,0.0
Default,258,0.0
Dip,258,0.0
Instant,258,0.0
Not Available,258,0.0
Nut,258,2864.7160000000003
Powder,258,0.0
Supplement,258,0.0
Tobacco,258,0.0
BreadCrumb,259,0.0
Candy,259,0.0
Default,259,0.0
Dip,259,0.0
Instant,259,0.0
Not Available,259,0.0
Nut,259,608.244
Powder,259,0.0
Supplement,259,0.0
Tobacco,259,0.0
BreadCrumb,260,166.32
Candy,260,0.0
Default,260,0.0
Dip,260,0.0
Instant,260,0.0
Not Available,260,0.0
Nut,260,460.09600000000006
Powder,260,57.023999999999994
Supplement,260,0.0
Tobacco,260,96.732
BreadCrumb,261,0.0
Candy,261,0.0
Default,261,0.0
Dip,261,0.0
Instant,261,0.0
Not Available,261,0.0
Nut,261,332.43600000000004
Powder,261,0.0
Supplement,261,0.0
Tobacco,261,0.0
BreadCrumb,263,0.0
Candy,263,0.0
Default,263,0.0
Dip,263,0.0
Instant,263,0.0
Not Available,263,0.0
Nut,263,2153.388
Powder,263,12.816000000000003
Supplement,263,57.024
Tobacco,263,0.0
BreadCrumb,264,0.0
Candy,264,48.672
Default,264,0.0
Dip,264,0.0
Instant,264,0.0
Not Available,264,0.0
Nut,264,568.47
Powder,264,0.0
Supplement,264,0.0
Tobacco,264,0.0
BreadCrumb,265,0.0
Candy,265,0.0
Default,265,0.0
Dip,265,0.0
Instant,265,0.0
Not Available,265,0.0
Nut,265,772.8240000000001
Powder,265,0.0
Supplement,265,0.0
Tobacco,265,0.0
BreadCrumb,266,0.0
Candy,266,0.0
Default,266,0.0
Dip,266,0.0
Instant,266,100.0
Not Available,266,0.0
Nut,266,487.9679999999999
Powder,266,0.0
Supplement,266,69.696
Tobacco,266,0.0
BreadCrumb,267,0.0
Candy,267,0.0
Default,267,0.0
Dip,267,0.0
Instant,267,0.0
Not Available,267,0.0
Nut,267,2604.5759999999996
Powder,267,0.0
Supplement,267,0.0
Tobacco,267,0.0
BreadCrumb,268,0.0
Candy,268,0.0
Default,268,0.0
Dip,268,0.0
Instant,268,0.0
Not Available,268,0.0
Nut,268,1051.156
Powder,268,0.0
Supplement,268,0.0
Tobacco,268,0.0
BreadCrumb,270,0.0
Candy,270,0.0
Default,270,0.0
Dip,270,0.0
Instant,270,0.0
Not Available,270,0.0
Nut,270,1167.56
Powder,270,0.0
Supplement,270,0.0
Tobacco,270,0.0
BreadCrumb,271,0.0
Candy,271,0.0
Default,271,0.0
Dip,271,0.0
Instant,271,0.0
Not Available,271,0.0
Nut,271,864.548
Powder,271,0.0
Supplement,271,0.0
Tobacco,271,0.0
BreadCrumb,272,0.0
Candy,272,0.0
Default,272,0.0
Dip,272,0.0
Instant,272,0.0
Not Available,272,0.0
Nut,272,2603.544
Powder,272,0.0
Supplement,272,0.0
Tobacco,272,0.0
BreadCrumb,273,0.0
Candy,273,0.0
Default,273,0.0
Dip,273,0.0
Instant,273,0.0
Not Available,273,0.0
Nut,273,376.94399999999996
Powder,273,0.0
Supplement,273,0.0
Tobacco,273,0.0
BreadCrumb,274,0.0
Candy,274,0.0
Default,274,0.0
Dip,274,0.0
Instant,274,0.0
Not Available,274,0.0
Nut,274,899.124
Powder,274,0.0
Supplement,274,0.0
Tobacco,274,0.0
BreadCrumb,275,0.0
Candy,275,0.0
Default,275,0.0
Dip,275,0.0
Instant,275,0.0
Not Available,275,0.0
Nut,275,437.37600000000003
Powder,275,0.0
Supplement,275,0.0
Tobacco,275,0.0
BreadCrumb,277,0.0
Candy,277,0.0
Default,277,0.0
Dip,277,0.0
Instant,277,0.0
Not Available,277,0.0
Nut,277,2184.2680000000005
Powder,277,0.0
Supplement,277,0.0
Tobacco,277,0.0
BreadCrumb,278,0.0
Candy,278,0.0
Default,278,0.0
Dip,278,0.0
Instant,278,0.0
Not Available,278,0.0
Nut,278,549.2760000000001
Powder,278,0.0
Supplement,278,0.0
Tobacco,278,0.0
BreadCrumb,279,0.0
Candy,279,0.0
Default,279,0.0
Dip,279,0.0
Instant,279,0.0
Not Available,279,0.0
Nut,279,1116.876
Powder,279,0.0
Supplement,279,0.0
Tobacco,279,0.0
BreadCrumb,280,0.0
Candy,280,0.0
Default,280,0.0
Dip,280,0.0
Instant,280,0.0
Not Available,280,0.0
Nut,280,509.96399999999994
Powder,280,0.0
Supplement,280,0.0
Tobacco,280,0.0
BreadCrumb,281,185.07999999999998
Candy,281,60.0
Default,281,0.0
Dip,281,0.0
Instant,281,0.0
Not Available,281,0.0
Nut,281,2115.6800000000003
Powder,281,0.0
Supplement,281,0.0
Tobacco,281,0.0
BreadCrumb,284,0.0
Candy,284,0.0
Default,284,0.0
Dip,284,0.0
Instant,284,0.0
Not Available,284,0.0
Nut,284,1033.9359999999997
Powder,284,57.023999999999994
Supplement,284,0.0
Tobacco,284,0.0
BreadCrumb,285,0.0
Candy,285,0.0
Default,285,0.0
Dip,285,0.0
Instant,285,0.0
Not Available,285,0.0
Nut,285,679.0
Powder,285,34.56
Supplement,285,0.0
Tobacco,285,0.0
BreadCrumb,286,0.0
Candy,286,0.0
Default,286,0.0
Dip,286,0.0
Instant,286,90.0
Not Available,286,0.0
Nut,286,567.42
Powder,286,0.0
Supplement,286,0.0
Tobacco,286,0.0
BreadCrumb,287,0.0
Candy,287,0.0
Default,287,0.0
Dip,287,0.0
Instant,287,0.0
Not Available,287,0.0
Nut,287,577.6320000000001
Powder,287,0.0
Supplement,287,33.552
Tobacco,287,0.0
BreadCrumb,288,0.0
Candy,288,0.0
Default,288,0.0
Dip,288,0.0
Instant,288,0.0
Not Available,288,0.0
Nut,288,2040.132
Powder,288,0.0
Supplement,288,0.0
Tobacco,288,0.0
BreadCrumb,291,0.0
Candy,291,0.0
Default,291,0.0
Dip,291,0.0
Instant,291,0.0
Not Available,291,0.0
Nut,291,720.32
Powder,291,0.0
Supplement,291,0.0
Tobacco,291,0.0
BreadCrumb,292,0.0
Candy,292,0.0
Default,292,0.0
Dip,292,0.0
Instant,292,0.0
Not Available,292,1116.5
Nut,292,596.394
Powder,292,0.0
Supplement,292,0.0
Tobacco,292,0.0
BreadCrumb,293,0.0
Candy,293,0.0
Default,293,0.0
Dip,293,0.0
Instant,293,0.0
Not Available,293,0.0
Nut,293,2675.244
Powder,293,0.0
Supplement,293,74.736
Tobacco,293,0.0
BreadCrumb,294,0.0
Candy,294,0.0
Default,294,0.0
Dip,294,0.0
Instant,294,0.0
Not Available,294,0.0
Nut,294,408.56399999999996
Powder,294,0.0
Supplement,294,0.0
Tobacco,294,0.0
BreadCrumb,295,0.0
Candy,295,0.0
Default,295,0.0
Dip,295,0.0
Instant,295,0.0
Not Available,295,0.0
Nut,295,581.832
Powder,295,0.0
Supplement,295,0.0
Tobacco,295,0.0
BreadCrumb,298,166.32
Candy,298,0.0
Default,298,0.0
Dip,298,0.0
Instant,298,0.0
Not Available,298,0.0
Nut,298,2254.3999999999996
Powder,298,0.0
Supplement,298,0.0
Tobacco,298,0.0
BreadCrumb,299,0.0
Candy,299,0.0
Default,299,0.0
Dip,299,0.0
Instant,299,0.0
Not Available,299,0.0
Nut,299,544.182
Powder,299,0.0
Supplement,299,100.0
Tobacco,299,0.0
BreadCrumb,300,0.0
Candy,300,0.0
Default,300,0.0
Dip,300,0.0
Instant,300,0.0
Not Available,300,0.0
Nut,300,506.844
Powder,300,0.0
Supplement,300,0.0
Tobacco,300,0.0
BreadCrumb,301,0.0
Candy,301,0.0
Default,301,0.0
Dip,301,0.0
Instant,301,0.0
Not Available,301,0.0
Nut,301,489.6839999999999
Powder,301,0.0
Supplement,301,50.0
Tobacco,301,0.0
BreadCrumb,302,0.0
Candy,302,0.0
Default,302,0.0
Dip,302,0.0
Instant,302,0.0
Not Available,302,0.0
Nut,302,2103.2160000000003
Powder,302,0.0
Supplement,302,0.0
Tobacco,302,0.0
BreadCrumb,305,0.0
Candy,305,0.0
Default,305,0.0
Dip,305,0.0
Instant,305,0.0
Not Available,305,0.0
Nut,305,2241.648
Powder,305,0.0
Supplement,305,0.0
Tobacco,305,0.0
BreadCrumb,306,0.0
Candy,306,37.751999999999995
Default,306,0.0
Dip,306,0.0
Instant,306,0.0
Not Available,306,0.0
Nut,306,812.6320000000001
Powder,306,0.0
Supplement,306,0.0
Tobacco,306,0.0
BreadCrumb,307,0.0
Candy,307,0.0
Default,307,0.0
Dip,307,0.0
Instant,307,0.0
Not Available,307,0.0
Nut,307,534.9240000000001
Powder,307,0.0
Supplement,307,46.8
Tobacco,307,0.0
BreadCrumb,308,0.0
Candy,308,0.0
Default,308,0.0
Dip,308,0.0
Instant,308,0.0
Not Available,308,0.0
Nut,308,381.108
Powder,308,0.0
Supplement,308,110.16
Tobacco,308,0.0
BreadCrumb,309,0.0
Candy,309,0.0
Default,309,0.0
Dip,309,0.0
Instant,309,0.0
Not Available,309,0.0
Nut,309,738.2129999999999
Powder,309,0.0
Supplement,309,0.0
Tobacco,309,0.0
BreadCrumb,312,0.0
Candy,312,0.0
Default,312,0.0
Dip,312,0.0
Instant,312,0.0
Not Available,312,0.0
Nut,312,545.688
Powder,312,0.0
Supplement,312,0.0
Tobacco,312,0.0
BreadCrumb,313,0.0
Candy,313,0.0
Default,313,0.0
Dip,313,0.0
Instant,313,0.0
Not Available,313,0.0
Nut,313,1949.8079999999998
Powder,313,0.0
Supplement,313,0.0
Tobacco,313,0.0
BreadCrumb,314,0.0
Candy,314,0.0
Default,314,0.0
Dip,314,0.0
Instant,314,0.0
Not Available,314,0.0
Nut,314,1053.0919999999999
Powder,314,0.0
Supplement,314,0.0
Tobacco,314,0.0
BreadCrumb,315,0.0
Candy,315,0.0
Default,315,0.0
Dip,315,0.0
Instant,315,0.0
Not Available,315,0.0
Nut,315,595.92
Powder,315,0.0
Supplement,315,0.0
Tobacco,315,0.0
BreadCrumb,316,0.0
Candy,316,0.0
Default,316,0.0
Dip,316,0.0
Instant,316,0.0
Not Available,316,0.0
Nut,316,2336.4839999999995
Powder,316,0.0
Supplement,316,0.0
Tobacco,316,0.0
BreadCrumb,317,0.0
Candy,317,0.0
Default,317,0.0
Dip,317,0.0
Instant,317,0.0
Not Available,317,0.0
Nut,317,535.064
Powder,317,0.0
Supplement,317,0.0
Tobacco,317,0.0
BreadCrumb,319,0.0
Candy,319,0.0
Default,319,0.0
Dip,319,0.0
Instant,319,0.0
Not Available,319,0.0
Nut,319,804.096
Powder,319,50.544
Supplement,319,0.0
Tobacco,319,0.0
BreadCrumb,320,0.0
Candy,320,0.0
Default,320,0.0
Dip,320,0.0
Instant,320,0.0
Not Available,320,0.0
Nut,320,952.7480000000003
Powder,320,0.0
Supplement,320,0.0
Tobacco,320,0.0
BreadCrumb,321,86.24
Candy,321,0.0
Default,321,0.0
Dip,321,0.0
Instant,321,25.0
Not Available,321,0.0
Nut,321,1999.8840000000002
Powder,321,0.0
Supplement,321,16.128
Tobacco,321,0.0
BreadCrumb,322,0.0
Candy,322,0.0
Default,322,0.0
Dip,322,0.0
Instant,322,0.0
Not Available,322,0.0
Nut,322,900.5840000000001
Powder,322,0.0
Supplement,322,150.0
Tobacco,322,0.0
BreadCrumb,323,185.07999999999998
Candy,323,60.0
Default,323,0.0
Dip,323,0.0
Instant,323,0.0
Not Available,323,0.0
Nut,323,722.8560000000002
Powder,323,0.0
Supplement,323,0.0
Tobacco,323,0.0
BreadCrumb,326,0.0
Candy,326,0.0
Default,326,0.0
Dip,326,0.0
Instant,326,0.0
Not Available,326,0.0
Nut,326,621.342
Powder,326,0.0
Supplement,326,0.0
Tobacco,326,0.0
BreadCrumb,333,0.0
Candy,333,0.0
Default,333,0.0
Dip,333,0.0
Instant,333,0.0
Not Available,333,0.0
Nut,333,970.0879999999999
Powder,333,0.0
Supplement,333,0.0
Tobacco,333,0.0
BreadCrumb,334,0.0
Candy,334,0.0
Default,334,0.0
Dip,334,0.0
Instant,334,0.0
Not Available,334,0.0
Nut,334,560.508
Powder,334,0.0
Supplement,334,0.0
Tobacco,334,0.0
BreadCrumb,335,0.0
Candy,335,0.0
Default,335,0.0
Dip,335,0.0
Instant,335,0.0
Not Available,335,0.0
Nut,335,450.37200000000007
Powder,335,0.0
Supplement,335,0.0
Tobacco,335,0.0
BreadCrumb,336,0.0
Candy,336,0.0
Default,336,0.0
Dip,336,0.0
Instant,336,0.0
Not Available,336,0.0
Nut,336,427.596
Powder,336,0.0
Supplement,336,0.0
Tobacco,336,0.0
BreadCrumb,337,0.0
Candy,337,118.81200000000001
Default,337,0.0
Dip,337,0.0
Instant,337,0.0
Not Available,337,0.0
Nut,337,3849.784
Powder,337,51.83999999999999
Supplement,337,0.0
Tobacco,337,0.0
BreadCrumb,340,0.0
Candy,340,0.0
Default,340,0.0
Dip,340,0.0
Instant,340,0.0
Not Available,340,0.0
Nut,340,705.54
Powder,340,0.0
Supplement,340,12.96
Tobacco,340,0.0
BreadCrumb,341,0.0
Candy,341,0.0
Default,341,0.0
Dip,341,0.0
Instant,341,0.0
Not Available,341,0.0
Nut,341,798.828
Powder,341,0.0
Supplement,341,0.0
Tobacco,341,0.0
BreadCrumb,342,0.0
Candy,342,0.0
Default,342,0.0
Dip,342,0.0
Instant,342,0.0
Not Available,342,0.0
Nut,342,2087.562
Powder,342,0.0
Supplement,342,0.0
Tobacco,342,0.0
BreadCrumb,343,0.0
Candy,343,0.0
Default,343,0.0
Dip,343,0.0
Instant,343,40.0
Not Available,343,0.0
Nut,343,636.4799999999998
Powder,343,0.0
Supplement,343,0.0
Tobacco,343,0.0
BreadCrumb,344,0.0
Candy,344,0.0
Default,344,0.0
Dip,344,0.0
Instant,344,0.0
Not Available,344,0.0
Nut,344,1418.788
Powder,344,0.0
Supplement,344,0.0
Tobacco,344,0.0
BreadCrumb,347,0.0
Candy,347,0.0
Default,347,0.0
Dip,347,0.0
Instant,347,0.0
Not Available,347,0.0
Nut,347,902.6320000000001
Powder,347,0.0
Supplement,347,0.0
Tobacco,347,0.0
BreadCrumb,348,166.32
Candy,348,0.0
Default,348,0.0
Dip,348,0.0
Instant,348,0.0
Not Available,348,0.0
Nut,348,866.684
Powder,348,0.0
Supplement,348,0.0
Tobacco,348,0.0
BreadCrumb,349,0.0
Candy,349,0.0
Default,349,0.0
Dip,349,0.0
Instant,349,0.0
Not Available,349,0.0
Nut,349,2152.808
Powder,349,0.0
Supplement,349,0.0
Tobacco,349,0.0
BreadCrumb,350,0.0
Candy,350,0.0
Default,350,0.0
Dip,350,0.0
Instant,350,0.0
Not Available,350,0.0
Nut,350,714.012
Powder,350,0.0
Supplement,350,0.0
Tobacco,350,0.0
BreadCrumb,351,185.07999999999998
Candy,351,0.0
Default,351,0.0
Dip,351,0.0
Instant,351,0.0
Not Available,351,0.0
Nut,351,2749.3639999999996
Powder,351,0.0
Supplement,351,70.70400000000001
Tobacco,351,0.0
BreadCrumb,354,0.0
Candy,354,0.0
Default,354,0.0
Dip,354,0.0
Instant,354,0.0
Not Available,354,0.0
Nut,354,1325.922
Powder,354,0.0
Supplement,354,0.0
Tobacco,354,0.0
